アーケード,あーけーど
ポップコーン,ぽっぷこーん
ほっぺた,ほっぺた
ポテトフライ,ぽてとふらい
ホテル,ほてる
歩度,ほど
歩道,ほどう
歩道橋,ほどうきょう
仏,ほとけ
辺,ほとり
殆ど,ほとんど
骨,ほね
骨組み,ほねぐみ
ほのお,ほのお
頬,ほほ
洞,ほら
洞穴,ほらあな
法螺貝,ほらがい
ボランティア,ぼらんてぃあ
堀,ほり
捕虜,ほりょ
ボルト,ぼると
ポルトガル,ぽるとがる
ポルトガル語,ぽるとがるご
本,ほん
盆,ぼん
本気,ほんき
本曇り,ほんぐもり
本国,ほんごく
香港,ほんこん
本質,ほんしつ
本日,ほんじつ
本州,ほんしゅう
本線,ほんせん
本代,ほんだい
本棚,ほんだな
盆地,ぼんち
本店,ほんてん
本当,ほんと
ポンド,ぽんど
本当,ほんとう
本堂,ほんどう
本人,ほんにん
本年,ほんねん
本能,ほんのう
本場,ほんば
本箱,ほんばこ
ポンプ車,ぽんぷしゃ
本降り,ほんぶり
本文,ほんぶん
ぼんぼん時計,ぼんぼんどけい
本名,ほんみょう
本物,ほんもの
本屋,ほんや
翻訳,ほんやく
マーガリン,まーがりん
マーク,まーく
マーケット,まーけっと
舞,まい
毎朝,まいあさ
毎回,まいかい
マイク,まいく
マイクロホン,まいくろほん
毎月,まいげつ
毎週,まいしゅう
毎月,まいつき
毎度,まいど
毎年,まいとし
マイナス,まいなす
毎日,まいにち
毎年,まいねん
毎晩,まいばん
毎夜,まいよ
参り,まいり
真上,まうえ
前,まえ
まえあし,まえあし
前書き,まえがき
前掛け,まえかけ
前向き,まえむき
曲がり,まがり
曲がり角,まがりかど
マカロニ,まかろに
薪,まき
牧場,まきば
幕,まく
枕,まくら
まぐれ,まぐれ
鮪,まぐろ
負け,まけ
負け惜しみ,まけおしみ
孫,まご
孫亀,まごがめ
真心,まごころ
まこと,まこと
摩擦,まさつ
増し,まし
真四角,ましかく
マジック,まじっく
呪い,まじない
ます,ます
マスク,ますく
マスコット,ますこっと
マスター,ますたー
また,また
斑,まだら
まち,まち
待合室,まちあいしつ
待ち合わせ,まちあわせ
間違い,まちがい
まちかど,まちかど
町中,まちじゅう
松,まつ
真っ暗,まっくら
真っ黒,まっくろ
まつげ,まつげ
マッサージ,まっさーじ
真っ最中,まっさいちゅう
真っ先,まっさき
真っ白,まっしろ
松茸,まつたけ
マット,まっと
松林,まつばやし
真っ二つ,まっぷたつ
松本,まつもと
松山,まつやま
祭り,まつり
的,まと
窓,まど
窓口,まどぐち
纏まり,まとまり
纏め,まとめ
マドリード,まどりーど
まないた,まないた
マニラ,まにら
間抜け,まぬけ
招き,まねき
瞬き,まばたき
麻痺,まひ
瞼,まぶた
マフラー,まふらー
魔法,まほう
魔法使い,まほうつかい
魔法瓶,まほうびん
侭,まま
飯事,ままごと
塗れ,まみれ
豆,まめ
まめつ,まめつ
豆電球,まめでんきゅう
豆撒き,まめまき
磨耗,まもう
守り,まもり
眉,まゆ
眉毛,まゆげ
迷い,まよい
真夜中,まよなか
真夜中頃,まよなかごろ
マラソン,まらそん
まり,まり
鞠突き,まりつき
丸,まる
丸太,まるた
丸出し,まるだし
丸太棒,まるたんぼう
丸呑み,まるのみ
マレーシア,まれーしあ
まわし,まわし
まわり,まわり
回り灯篭,まわりどうろう
まわりみち,まわりみち
回れ右,まわれみぎ
万,まん
万一,まんいち
満員,まんいん
漫画,まんが
満月,まんげつ
漫才,まんざい
饅頭,まんじゅう
マンション,まんしょん
満足,まんぞく
満点,まんてん
真ん中,まんなか
万年筆,まんねんひつ
満腹,まんぷく
マンホール,まんほーる
儘,まんま
真ん丸,まんまる
マンモス,まんもす
見合い,みあい
みえ,みえ
見送り,みおくり
見覚え,みおぼえ
みがき,みがき
見掛け,みかけ
見方,みかた
三日月,みかづき
蜜柑,みかん
蜜柑山,みかんやま
幹,みき
右,みぎ
右側,みぎがわ
ミキサー車,みきさーしゃ
右手,みぎて
見込み,みこみ
未婚,みこん
岬,みさき
身支度,みじたく
ミシン,みしん
ミス,みす
水,みず
水浴び,みずあび
水入れ,みずいれ
水色,みずいろ
湖,みずうみ
みずかき,みずかき
水着,みずぎ
水切り,みずきり
水栽培,みずさいばい
水玉模様,みずたまもよう
水溜まり,みずたまり
水鉄砲,みずでっぽう
水鳥,みずとり
水飲み場,みずのみば
水浸し,みずびたし
ミスプリント,みすぷりんと
水枕,みずまくら
みせ,みせ
店番,みせばん
見世物,みせもの
味噌,みそ
溝,みぞ
味噌汁,みそしる
味噌樽,みそだる
霙,みぞれ
見嗜み,みだしなみ
乱れ,みだれ
みち,みち
道案内,みちあんない
道草,みちくさ
道順,みちじゅん
みちしるべ,みちしるべ
道端,みちばた
蜜,みつ
三日,みっか
三日坊主,みっかぼうず
密接,みっせつ
三つ,みっつ
ミット,みっと
密度,みつど
蜜蜂,みつばち
見積もり,みつもり
未定,みてい
見通し,みとおし
みどり,みどり
緑色,みどりいろ
皆,みな
皆様,みなさま
みなさん,みなさん
みなと,みなと
南,みなみ
南風,みなみかぜ
身形,みなり
ミニカー,みにかー
みね,みね
蓑,みの
身の上,みのうえ
身の回り,みのまわり
みのり,みのり
見晴らし,みはらし
見張り,みはり
身振り,みぶり
身振り手振り,みぶりてぶり
身震い,みぶるい
身分,みぶん
見本,みほん
見舞い,みまい
見回り,みまわり
耳,みみ
耳掃除,みみそうじ
宮,みや
脈,みゃく
都,みやこ
妙,みょう
明朝,みょうあさ
明後日,みょうごにち
苗字,みょうじ
明朝,みょうちょう
明日,みょうにち
明年,みょうねん
明晩,みょうばん
未来,みらい
魅力,みりょく
ミルク,みるく
ミルクバー,みるくばー
民間,みんかん
民主,みんしゅ
民主化,みんしゅか
民宿,みんしゅく
民主主義,みんしゅしゅぎ
民主政治,みんしゅせいじ
民族,みんぞく
ミンチ,みんち
皆,みんな
民法,みんぽう
民謡,みんよう
六日,むいか
無意味,むいみ
ムード,むーど
向かい,むかい
無害,むがい
迎え,むかえ
昔,むかし
昔話,むかしばなし
無関係,むかんけい
向き,むき
麦,むぎ
剥き出し,むきだし
麦茶,むぎちゃ
麦藁帽子,むぎわらぼうし
無口,むくち
無限,むげん
むこ,むこ
向こう,むこう
向こう側,むこうがわ
無言,むごん
虫,むし
無地,むじ
虫篭,むしかご
虫歯,むしば
無邪気,むじゃき
無重力,むじゅうりょく
矛盾,むじゅん
無色,むしょく
むしろ,むしろ
無人,むじん
無人島,むじんとう
結び,むすび
結び付き,むすびつき
娘,むすめ
無線,むせん
むだ,むだ
むだづかい,むだづかい
無断,むだん
むち,むち
無茶,むちゃ
無茶苦茶,むちゃくちゃ
夢中,むちゅう
六つ,むっつ
胸,むね
無能,むのう
無用,むよう
村,むら
紫,むらさき
紫色,むらさきいろ
村中,むらじゅう
村人,むらびと
無理,むり
無料,むりょう
群れ,むれ
室町,むろまち
目当て,めあて
メアリ,めあり
名,めい
明暗,めいあん
名作,めいさく
名刺,めいし
明治,めいじ
明治憲法,めいじけんぽう
名所,めいしょ
迷信,めいしん
名人,めいじん
命中,めいちゅう
名物,めいぶつ
名簿,めいぼ
銘銘,めいめい
名誉,めいよ
命令,めいれい
迷路,めいろ
迷惑,めいわく
目上,めうえ
メーター,めーたー
目隠し,めかくし
目方,めかた
女神,めがみ
メキシコ,めきしこ
目薬,めぐすり
盲,めくら
捲り,めくり
飯,めし
目下,めした
雌蘂,めしべ
目印,めじるし
めす,めす
目高,めだか
目玉,めだま
目玉焼き,めだまやき
メダル,めだる
めちゃ,めちゃ
目茶苦茶,めちゃくちゃ
めちゃめちゃ,めちゃめちゃ
目付き,めつき
滅亡,めつぼう
メニュー,めにゅー
メモ,めも
目盛り,めもり
メロディー,めろでぃー
メロン,めろん
面,めん
めんか,めんか
面会,めんかい
免許,めんきょ
免許証,めんきょしょう
面子,めんこ
免税,めんぜい
面積,めんせき
面倒,めんどう
雌鳥,めんどり
メンバー,めんばー
綿布,めんぷ
面目,めんぼく
儲け,もうけ
申し込み,もうしこみ
猛獣,もうじゅう
申し訳,もうしわけ
盲腸,もうちょう
盲導犬,もうどうけん
毛布,もうふ
モーター,もーたー
モーターボート,もーたーぼーと
木,もく
木魚,もくぎょ
木材,もくざい
目次,もくじ
木造,もくぞう
木炭,もくたん
目的,もくてき
目的地,もくてきち
木馬,もくば
目標,もくひょう
木目,もくめ
木曜,もくよう
木曜日,もくようび
潜り,もぐり
目録,もくろく
模型,もけい
モザイク,もざいく
文字,もじ
文字通り,もじどおり
モスクワ,もすくわ
モダン,もだん
餅,もち
餅搗き,もちつき
持ち主,もちぬし
持ち物,もちもの
目下,もっか
木琴,もっきん
モップ,もっぷ
モデル,もでる
もと,もと
元栓,もとせん
戻り,もどり
物,もの
物置,ものおき
物音,ものおと
物覚え,ものおぼえ
物語,ものがたり
物事,ものごと
ものさし,ものさし
ものしり,ものしり
物好き,ものずき
物干し,ものほし
モノレール,ものれーる
模範,もはん
モビール,もびーる
籾,もみ
桃,もも
桃色,ももいろ
ももたろうさん,ももたろうさん
桃っこ,ももっこ
靄,もや
萌やし,もやし
模様,もよう
催し,もよおし
貰い,もらい
もり,もり
森中,もりじゅう
盛り付け,もりつけ
門,もん
文句,もんく
モンゴル,もんごる
問題,もんだい
問答,もんどう
門番,もんばん
文部,もんぶ
文部省,もんぶしょう
薬缶,やかん
焼き,やき
焼き芋,やきいも
焼き入れ,やきいれ
焼き付け,やきつけ
焼き鳥,やきとり
焼き増し,やきまし
焼き飯,やきめし
野球,やきゅう
夜勤,やきん
役,やく
夜具,やぐ
やくざ,やくざ
薬剤師,やくざいし
役者,やくしゃ
役所,やくしょ
約束,やくそく
役人,やくにん
役場,やくば
薬品,やくひん
役目,やくめ
やぐら,やぐら
役割,やくわり
夜行列車,やこうれっしゃ
野菜,やさい
椰子,やし
やしき,やしき
矢印,やじるし
社,やしろ
弥次郎兵衛,やじろべえ
野心,やしん
休み,やすみ
休み時間,やすみじかん
安物,やすもの
鑢,やすり
やたい,やたい
家賃,やちん
奴,やつ
厄介,やっかい
薬局,やっきょく
奴凧,やっこだこ
八つ,やっつ
宿,やど
やとい,やとい
野党,やとう
宿主,やどぬし
宿屋,やどや
柳,やなぎ
家主,やぬし
屋根,やね
野蛮,やばん
薮,やぶ
山,やま
山犬,やまいぬ
山奥,やまおく
山火事,やまかじ
山口,やまぐち
山小屋,やまごや
山崎,やまざき
山田,やまだ
山猫,やまねこ
山登り,やまのぼり
山彦,やまびこ
山吹,やまぶき
やまみち,やまみち
山本,やまもと
山盛り,やまもり
山山,やまやま
山姥,やまんば
闇,やみ
やめ,やめ
やり,やり
遣り掛け,やりかけ
遣り方,やりかた
遣りっ放し,やりっぱなし
遣り取り,やりとり
遣り直し,やりなおし
唯一,ゆいいつ
夕,ゆう
憂鬱,ゆううつ
有益,ゆうえき
優越,ゆうえつ
遊園地,ゆうえんち
誘拐,ゆうかい
有害,ゆうがい
夕方,ゆうがた
夕刊,ゆうかん
勇気,ゆうき
遊戯,ゆうぎ
有機物質,ゆうきぶっしつ
有機養分,ゆうきようぶん
夕暮れ,ゆうぐれ
友好,ゆうこう
夕御飯,ゆうごはん
ユーじかん,ゆーじかん
優秀,ゆうしゅう
優勝,ゆうしょう
友情,ゆうじょう
夕食,ゆうしょく
友人,ゆうじん
融通,ゆうずう
夕涼み,ゆうすずみ
優勢,ゆうせい
優先,ゆうせん
郵送,ゆうそう
夕立,ゆうだち
有毒,ゆうどく
有能,ゆうのう
夕飯,ゆうはん
ゆうひ,ゆうひ
郵便,ゆうびん
郵便局,ゆうびんきょく
ゆうびんばこ,ゆうびんばこ
郵便屋さん,ゆうびんやさん
裕福,ゆうふく
ゆうべ,ゆうべ
有望,ゆうぼう
遊牧,ゆうぼく
有名,ゆうめい
ユーモア,ゆーもあ
夕焼け,ゆうやけ
猶予,ゆうよ
遊離,ゆうり
有料,ゆうりょう
幽霊,ゆうれい
誘惑,ゆうわく
故,ゆえ
ゆか,ゆか
愉快,ゆかい
歪み,ゆがみ
雪,ゆき
雪掻き箒,ゆきかきぼうき
行き先,ゆきさき
雪達磨,ゆきだるま
行き違い,ゆきちがい
行き止まり,ゆきどまり
雪娘,ゆきむすめ
行く末,ゆくすえ
湯気,ゆげ
輸血,ゆけつ
湯冷め,ゆざめ
輸出,ゆしゅつ
揺すり,ゆすり
輸送,ゆそう
油断,ゆだん
油田,ゆでん
ゆとり,ゆとり
ユニフォーム,ゆにフォーむ
輸入,ゆにゅう
ユネスコ,ゆねすこ
ゆのみ,ゆのみ
指,ゆび
指切り,ゆびきり
指人形,ゆびにんぎょう
ゆびわ,ゆびわ
弓,ゆみ
弓矢,ゆみや
夢,ゆめ
揺り篭,ゆりかご
許し,ゆるし
湯沸かし器,ゆわかしき
夜明け,よあけ
酔い,よい
用,よう
用意,ようい
溶液,ようえき
八日,ようか
洋画,ようが
溶解度,ようかいど
羊羹,ようかん
容器,ようき
要求,ようきゅう
陽極,ようきょく
用具,ようぐ
養鶏,ようけい
用件,ようけん
用語,ようご
洋裁,ようさい
要旨,ようし
用事,ようじ
様式,ようしき
洋室,ようしつ
洋食,ようしょく
様子,ようす
養成,ようせい
要素,ようそ
幼稚,ようち
幼稚園,ようちえん
幼虫,ようちゅう
要点,ようてん
用途,ようと
曜日,ようび
洋品店,ようひんてん
洋風,ようふう
洋服,ようふく
洋服屋,ようふくや
養分,ようぶん
要望,ようぼう
羊毛,ようもう
要領,ようりょう
葉緑体,ようりょくたい
ヨーヨー,よーよー
ヨーロッパ人,よーろっぱじん
余暇,よか
夜風,よかぜ
予期,よき
預金,よきん
欲,よく
翌朝,よくあさ
浴室,よくしつ
翌日,よくじつ
抑制,よくせい
翌年,よくねん
欲張り,よくばり
欲深,よくぶか
欲望,よくぼう
横,よこ
横顔,よこがお
横書き,よこがき
横綱,よこづな
横取り,よこどり
横浜,よこはま
横向き,よこむき
汚れ,よごれ
予算,よさん
善し悪し,よしあし
吉田,よしだ
予習,よしゅう
予想,よそう
余所見,よそみ
涎,よだれ
余地,よち
四日,よっか
四つ角,よつかど
欲求,よっきゅう
四つ,よっつ
四つ辻,よつつじ
ヨット,よっと
酔っ払い,よっぱらい
夜露,よつゆ
予定,よてい
与党,よとう
夜中,よなか
四年生,よねんせい
世の中,よのなか
予備,よび
呼び捨て,よびすて
夜更かし,よふかし
余分,よぶん
予報,よほう
予防,よぼう
予防注射,よぼうちゅうしゃ
読み,よみ
読み書き,よみかき
読み方,よみかた
よみせ,よみせ
嫁,よめ
嫁入り,よめいり
予約,よやく
余裕,よゆう
寄り道,よりみち
夜,よる
鎧,よろい
よろこび,よろこび
與論,よろん
弱虫,よわむし
四,よん
四十,よんじゅう
雷雨,らいう
ライオン,らいおん
来月,らいげつ
来週,らいしゅう
ライター,らいたー
ライト,らいと
来日,らいにち
来年,らいねん
楽,らく
落書き,らくがき
落語,らくご
駱駝,らくだ
落第,らくだい
酪農,らくのう
ラケット,らけっと
ラジオ,らじお
ラジカセ,らじかせ
螺旋階段,らせんかいだん
落下,らっか
落下傘,らっかさん
ラッシュ,らっしゅ
ラッシュアワー,らっしゅあわー
喇叭,らっぱ
ラップ,らっぷ
ラムネ,らむね
欄,らん
卵割,らんかつ
ランチ,らんち
ランナー,らんなー
ランプ,らんぷ
乱暴,らんぼう
らんよう,らんよう
リーダー,りーだー
利益,りえき
理科,りか
理解,りかい
理科室,りかしつ
力士,りきし
力線,りきせん
陸,りく
陸軍,りくぐん
陸上,りくじょう
りくつ,りくつ
利口,りこう
リコーダー,りこーだー
離婚,りこん
利子,りし
利潤,りじゅん
リズム,りずむ
理性,りせい
理想,りそう
利息,りそく
率,りつ
立脚,りっきゃく
陸橋,りっきょう
立体,りったい
立体交差,りったいこうさ
立方,りっぽう
理髪,りはつ
リボン,りぼん
リモコン,りもこん
略,りゃく
略語,りゃくご
竜,りゅう
理由,りゆう
留学,りゅうがく
留学生,りゅうがくせい
流感,りゅうかん
琉球,りゅうきゅう
竜宮,りゅうぐう
流行,りゅうこう
硫酸,りゅうさん
流星,りゅうせい
流体,りゅうたい
留年,りゅうねん
猟,りょう
利用,りよう
両足,りょうあし
りょうかい,りょうかい
両替,りょうがえ
両側,りょうがわ
料金,りょうきん
良好,りょうこう
量産,りょうさん
漁師,りょうし
領事,りょうじ
領事館,りょうじかん
両者,りょうしゃ
領主,りょうしゅ
領収書,りょうしゅうしょ
両親,りょうしん
両手,りょうて
領土,りょうど
両端,りょうはし
両方,りょうほう
料理,りょうり
料理番,りょうりばん
旅客,りょかく
旅客機,りょかくき
旅館,りょかん
力,りょく
緑茶,りょくちゃ
旅券,りょけん
旅行,りょこう
旅行社,りょこうしゃ
旅費,りょひ
リレー,りれー
履歴,りれき
履歴書,りれきしょ
理論,りろん
鈴,りん
リング,りんぐ
林産,りんさん
臨時,りんじ
リンパ管,りんぱかん
リンパ腺,りんぱせん
類,るい
類似,るいじ
ルート,るーと
ルール,るーる
留守,るす
留守番,るすばん
礼,れい
例外,れいがい
礼儀,れいぎ
冷却,れいきゃく
冷酷,れいこく
冷静,れいせい
冷蔵,れいぞう
冷蔵庫,れいぞうこ
冷淡,れいたん
冷凍,れいとう
例文,れいぶん
冷房,れいぼう
レーザー,れーざー
レース,れーす
レーダー,れーだー
レール,れーる
レールバス,れーるばす
レインコート,れいんこーと
歴,れき
歴史,れきし
レコード,れこーど
レジスター,れじすたー
レタス,れたす
列,れつ
列車,れっしゃ
列島,れっとう
レベル,れべる
レポート,れぽーと
レモネード,れもねーど
レモン,れもん
恋愛,れんあい
煉瓦,れんが
蓮華,れんげ
連結器,れんけつき
れんごう,れんごう
レンジ,れんじ
連日,れんじつ
練習,れんしゅう
レンズ,れんず
れんそう,れんそう
連続,れんぞく
連体詞,れんたいし
れんぽう,れんぽう
れんらく,れんらく
蝋,ろう
廊下,ろうか
労組,ろうくみ
労資,ろうし
老人,ろうじん
蝋石,ろうせき
蝋燭,ろうそく
労働,ろうどう
労働者,ろうどうしゃ
労働力,ろうどうりょく
浪人,ろうにん
老廃物,ろうはいぶつ
浪費,ろうひ
牢屋,ろうや
労力,ろうりょく
ロープ,ろーぷ
ロープウェイ,ろーぷうぇい
ローマ字,ろーまじ
ローラー,ろーらー
六,ろく
録音,ろくおん
録音テープ,ろくおんてーぷ
六月,ろくがつ
六十,ろくじゅう
六年生,ろくねんせい
ロケット,ろけっと
露骨,ろこつ
路地,ろじ
ロシア語,ろしあご
ロシア人,ろしあじん
露出,ろしゅつ
ロッカー,ろっかー
驢馬,ろば
ロビー,ろびー
ロボット,ろぼっと
論,ろん
ロンドン,ろんどん
論文,ろんぶん
論理,ろんり
ワープロ,わーぷろ
ワイシャツ,わいしゃつ
ワイン,わいん
和英,わえい
和英辞典,わえいじてん
和歌,わか
若い衆,わかいしゅ
我国,わがくに
和菓子,わがし
我が侭,わがまま
若者,わかもの
分かり,わかり
わかれ,わかれ
わき,わき
わきのした,わきのした
枠,わく
惑星,わくせい
訳,わけ
分け目,わけめ
和語,わご
輪ゴム,わごむ
ワゴン,わごん
わざ,わざ
鷲,わし
和室,わしつ
和食,わしょく
ワシントン,わしんとん
忘れ,わすれ
忘れ物,わすれもの
綿,わた
綿飴,わたあめ
話題,わだい
綿菓子,わたがし
綿雲,わたぐも
綿毛,わたげ
渡し,わたし
私達,わたしたち
渡辺,わたなべ
渡り鳥,わたりどり
渡り廊下,わたりろうか
ワット,わっと
罠,わな
輪投げ,わなげ
鰐,わに
詫び,わび
和風,わふう
和服,わふく
藁,わら
笑い,わらい
笑い顔,わらいがお
笑い声,わらいごえ
藁しべ,わらしべ
蕨,わらび
割り,わり
割合,わりあい
割り当て,わりあて
割り勘,わりかん
割り算,わりざん
割り箸,わりばし
割引,わりびき
悪口,わるくち
悪者,わるもの
われめ,われめ
わん,わん
腕章,わんしょう
わんちゃん,わんちゃん
腕白,わんぱく
ワンピース,わんぴーす
ワンマンカー,わんまんかー
